,exp1,,,,exp2,,,,exp3,,,,exp4,,,,exp5,,,,aggregated,,,
prefix,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max
ql_,-0.07130748197862292,0.8845240389025711,-0.99,12.15,-0.06683320904797414,0.8930988596558977,-0.99,11.15,-0.0611160825254785,0.8974538392212348,-0.99,11.15,-0.06608749689286603,0.9030349426837702,-0.99,11.15,-0.0663360676112354,0.8889280267306557,-0.99,11.15,-0.07586578099418653,0.5989473012292486,-0.99,5.57
veh_n_,-0.06186179468058662,0.8931286333073621,-0.99,11.15,-0.07081034054188416,0.8879053284415779,-0.99,11.15,-0.07279890628883917,0.8839694621556035,-0.99,11.15,-0.056641809594829735,0.9150643406887332,-0.99,11.15,-0.06857320407655979,0.8947832412263667,-0.99,11.15,-0.06146730432564257,0.6298921609615659,-0.99,6.56
delay_,-0.06658463832960478,0.9029846461822247,-0.99,11.15,-0.06658463832960478,0.9067353191906606,-0.99,11.15,-0.0663360676112354,0.8993002962213659,-0.99,11.15,-0.07031319910514541,0.8954231940883979,-0.99,11.15,-0.06757892120308227,0.907555283941082,-0.99,12.15,-0.07695356409127595,0.6108464607353344,-0.99,6.205
throughput_,-0.0663360676112354,0.8920189239725573,-0.99,11.15,-0.06385036042754164,0.9097759378360063,-0.99,11.15,-0.06882177479492915,0.8970121151701026,-0.99,11.15,-0.06484464330101915,0.9049127584597249,-0.99,11.15,-0.06981605766840666,0.8920961107867381,-0.99,11.15,-0.06404782255602291,0.632871186571547,-0.99,5.9
delay_prq_,-0.06335321899080289,0.8980271023459927,-0.99,11.15,-0.05962465821526224,0.949476724324137,-0.99,14.54,-0.06335321899080289,0.8913324641679529,-0.99,11.15,-0.07130748197862292,0.8834805725592978,-0.99,11.15,0.03060651255282129,2.2433974576933142,-0.99,59.03,-0.05238065035240596,0.7310347722871322,-0.99,14.592500000000001
delay_pwtl_,-0.07727317921948794,0.8798249208177181,-0.99,11.15,-0.06409893114591102,0.9035911431116658,-0.99,11.15,-0.06559035545612726,0.8846545472963788,-0.99,11.15,-0.06658463832960478,0.8972281024131947,-0.99,11.15,-0.06882177479492915,0.9007269310282636,-0.99,11.15,-0.06287242491263549,0.6357063215067117,-0.99,11.15
act_throughput_mqr_,-0.07155605269699229,0.8888083445122009,-0.99,10.15,-0.07230176485210042,0.885061542929708,-0.99,11.15,-0.07975888640318171,0.8862375657260195,-0.99,12.15,-0.06310464827243352,0.9126438120829158,-0.99,12.15,-0.06882177479492915,0.9013036603819677,-0.99,11.15,-0.06573282897709248,0.6415695949022121,-0.99,12.15
